client_id,pix_transactions,avg_pix_value,paid_bills,avg_bill_value,investments,credit_limit,defaulted
39,46,7496.410623483578,44,8844.751825995278,31978.948409569774,10384.768391699568,0
40,61,5723.402916467501,34,10266.588376211503,268601.74329554156,43226.715798349294,0
41,50,9862.604252794501,14,5555.222148631823,422949.8229807626,6625.111372063811,0
42,54,4153.210911405035,0,6740.206813216957,203317.52781152623,43613.983482822856,1
43,63,7541.112087630881,25,4956.240016030958,391533.7350795081,30372.255527400015,0
44,2,8715.969529551572,34,12124.44202535975,418198.0036419979,42635.590238006276,1
45,50,6792.995145450039,24,1967.8552929416257,227201.77940993186,43500.08573833052,0
46,6,4124.528756770785,41,14444.679764094195,295477.53297023685,30222.303002703044,1
47,20,7538.410361150072,14,9526.19397812847,266956.14926947,45967.01351635618,0
48,72,2044.6347063491216,21,13304.731798638717,469597.93081725074,29686.966282746525,0
49,38,3282.2461301495227,5,6399.209559388816,362752.84254588065,35915.68881604039,0
50,17,5471.385698441895,14,4990.86326517603,462671.4053850565,21387.943381272802,0
51,3,5758.339778988622,23,13511.879893758512,110004.98903098593,45789.31702907838,0
52,88,231.19333997156826,20,1492.1067028557786,155118.42591633523,41383.9644066893,0
53,59,9451.690745672528,6,1765.437400264114,35456.73659003384,9168.942469229445,0
54,13,6969.306439461726,28,4497.208179505314,249953.97834790385,29243.004660030238,1
55,8,4962.080464816591,31,14397.026976677114,436961.8396929554,44944.53912526037,0
56,89,9331.941071739,31,9499.698461877955,163423.34856535785,39860.160189288596,0
57,52,4396.564696855777,4,8317.36351226482,64141.05347466576,48165.08625240492,0
58,1,9804.551347001014,3,10583.291481967755,34223.12746452649,12333.782660432145,0
59,83,5127.724724862416,21,6267.943595611711,223750.13626182728,19005.522023393423,0
60,91,1151.7148422798148,17,11373.52178629778,82010.87231438165,25852.402512888435,1
61,59,7650.36171486818,34,5904.528162613435,173052.01444255174,12400.789331335982,0
62,70,6792.188273527627,16,12397.184140998403,409989.90404121845,20308.217504252134,0
63,43,7732.137345842812,49,4016.753280326803,192023.6913787622,27339.42101679229,0
64,7,9514.905866969553,49,4170.424422877383,304935.4591281779,10375.620947065692,0
65,46,7767.128133483671,23,7840.52574834676,251080.02791140744,13577.70311642645,0
66,34,6117.252656144302,1,6467.10976384241,359266.64648501814,7117.282490630929,0
67,77,8574.5159345848,12,9725.256505827583,78082.47949378438,35955.689084401674,0
68,80,6735.73192915177,14,5470.718412556948,460220.5182418094,18716.044400270515,1
69,35,4087.1093776909715,4,3465.9542295647984,321816.39877501765,11793.041506005631,0
70,49,8857.341444775315,2,7052.430357614687,135476.86579005365,25858.883309866673,0
71,3,2226.785603235885,36,8418.737927462222,61626.85406902951,4344.215978577136,0
72,1,7149.266336338154,36,2147.5748069070596,74862.78207309516,46246.923709601346,0
73,5,8816.818914858162,36,8355.212199740148,391331.46344805404,15428.908536705949,0
74,53,7315.85203183593,2,4795.658011665973,294055.026656479,44436.75306100924,0
75,3,6975.781436348031,34,5892.853754178934,190379.14535909166,25383.3832009077,0
76,53,7528.856557777642,22,4196.978754658586,166450.42309343998,42657.374387821386,0
77,92,4655.901930523437,27,13971.840813617968,427879.00220026507,13106.157598692582,1
78,62,8742.96511474869,29,10253.210856390406,437381.26189073053,9588.259509894899,0
79,17,2042.3303866095512,17,3944.280067896244,290631.01920964645,42621.178358506586,0
80,89,1282.5902958433894,35,9679.019704933733,262272.03283251816,11433.270236213833,0
81,43,2862.2327133839303,32,12730.100419634871,408224.02103828575,37563.572115679424,0
82,33,5320.458193782181,25,6030.436822908202,374667.5898971876,17884.605938321987,0
83,73,5110.512336139288,47,12451.063062251173,200162.5916638942,37661.4925953229,0
84,61,8207.7815891891,39,2324.6800156564855,41369.342375428496,45474.66703342818,0
85,99,4051.640877476134,16,12343.49265934386,384250.0536813889,49100.28313307736,0
86,13,4848.600818652171,39,8109.010697658772,84350.51447012187,18630.66438616304,0
87,94,143.54315576136239,6,3352.3875752696317,8188.453239239168,19008.765897386766,0
88,47,4103.294972064961,7,6113.049354493112,421651.3376019954,49087.99910245788,0
89,14,6481.264587173918,30,14820.014956774785,289126.9226683593,43214.87838460388,0
90,71,164.9282229596559,11,11755.504689469968,445833.0177678792,3209.506623657524,0
91,77,2816.0108322105752,47,8630.544557162877,242294.041598809,29099.049325099502,0
92,86,2087.4840293010056,30,1736.3070394488384,463240.5503557015,9880.993805873477,1
93,61,429.4344348067864,43,6272.995627693488,176985.8739894319,49706.614268567704,0
94,39,4797.808298246229,18,3953.1421950389395,362261.00116714643,7807.227606177712,0
95,84,1825.4156993492834,9,1074.3061817858,150493.25463089175,28408.033014600464,0
96,79,7433.384580917487,38,8137.643786902531,581.8321639892155,33594.720131429975,0
97,81,8480.799558795852,11,13338.893640614733,189872.26727447836,46916.16807804876,0
98,52,5460.395974864787,19,10137.242023930135,368882.7565546194,42515.65727056516,0
99,23,9817.256351786204,36,3752.7090158278625,75012.08972325696,13041.983795061367,0
100,25,4510.2809289912475,47,8608.0332582373,252401.0166036965,29058.573613332723,0
101,88,5138.548420146906,40,14149.081907371065,106160.7424253575,47725.12393738828,0
102,59,9892.285362037925,6,10846.4966433148,37312.06070955146,37050.125508141944,1
103,40,2323.1688752908376,13,10345.213752107391,308725.99097215815,34728.4810706148,1
104,28,9426.033937372284,10,14522.69091175047,475983.8111517015,37990.152884776675,0
105,14,437.94717563994135,6,11985.110934648532,155352.10935895855,16802.80326040317,0
106,44,4469.405033729316,28,2057.986911050294,290322.9001799752,36733.361200758576,1
107,64,709.3350862093271,9,5221.0499537732585,476801.68387539726,12409.88282089888,0
108,88,7295.0550817072935,28,14477.459104057914,325241.67499734374,21977.035774479915,1
109,70,6088.005269441377,8,7350.683859027988,336556.65115497715,44606.51204223682,0
110,8,7069.276292041288,35,1683.4453053645684,89464.25578041794,1929.586178046834,0
111,87,3751.0591956804897,47,6884.487146288405,246304.83942641335,21301.61386236499,0
112,0,3701.1245209734893,9,10457.928578721303,183541.3735436233,14074.266570213918,0
113,7,462.7395968193371,18,14963.247843001805,235478.426195515,10730.89120818686,0
114,87,3505.9499459011013,30,4865.340695282396,400413.2882209386,42090.1956521531,0
115,62,9293.591138597974,16,7716.1622544403135,230349.49387304916,35128.43006940393,0
116,10,3798.473106432685,8,13196.41376270041,31425.33912891754,6519.003300162606,0
117,80,8315.36338515748,44,5335.455598679429,452770.83057543146,25228.70299855828,0
118,7,8424.831792451841,32,1647.83073329695,272407.9437259853,23878.382819528444,0
119,34,3738.679152228546,33,14234.548766272545,462247.17926514597,7983.861907441017,0
120,34,6323.566917157928,44,7331.727692635366,286177.2560138122,40188.3723485692,0
121,32,962.7623067078557,23,7546.7278244718555,34818.1579875303,18967.024601255787,1
122,4,1045.7490215354221,8,9321.790167616691,276434.6967628856,38334.95098285933,0
123,40,496.090059980516,6,63.01398931133684,287869.4662463403,10411.06813902841,0
124,27,5814.340782817344,15,13967.656321777049,107169.9396714878,16438.599619077784,0
125,6,4266.449066484709,18,5428.15176077038,235514.54205218836,5663.376437430628,0
126,72,5484.843243075758,38,5960.008617141386,229720.75593682568,8030.484217534802,1
127,71,5215.521173178795,5,2619.8976205231925,311438.0745103018,44275.99102728391,0
128,11,3508.5278809963957,49,5678.492683253991,129807.04933696019,6346.519565093299,0
129,33,6777.959414086495,10,12061.11352633302,290874.20897409687,5690.829157011217,0
130,32,7587.433790354743,11,12001.875171607468,120476.02131847141,47078.488230996336,0
131,47,156.13630618798038,41,14037.594645022837,223222.6361019533,32649.26952337761,0
132,22,2080.350574691094,12,6054.409795485129,61352.84966865351,5944.883194166553,0
133,61,7135.2263221525345,11,10633.735341191279,18650.27393073909,48614.120214236515,0
134,87,3872.3355246120036,20,7613.490952561281,160293.65299586696,8207.90051466156,0
135,36,6628.214629946666,9,12062.301614891774,137285.87532487075,38550.940538985975,0
136,98,3476.1569707482386,19,10691.004716903624,203467.95601567335,2707.7167203397366,0
137,43,3913.6439717730746,49,5524.864850041272,480991.31000016985,31602.548069650766,0
138,85,1595.2019481599523,35,5056.74077546285,261114.64738516422,27788.489733041897,0
139,90,2589.727886464939,27,3794.112520789234,276588.35306837823,11192.186710839756,0
140,34,6058.063457500796,23,8651.971699424681,470800.51939368714,32514.160993300397,0
141,64,4337.299482038512,4,14458.004345391953,460573.56879591657,31235.596665692043,1
142,98,7745.283802616505,36,3009.0003968873143,442055.97695020895,40119.23405773486,0
143,46,8527.323699834044,11,1437.8342990158349,48997.371014856515,43917.82887142182,0
144,77,5421.047717985431,34,1799.8156247239413,317148.7052601652,25995.142092024736,0
145,2,7585.090247640031,39,11748.649156989748,404049.4902467559,25024.464480723902,1
146,0,3075.9760868137546,1,5258.07101622561,417787.34478854743,31458.19277629019,0
147,4,4155.562441846781,49,3373.258747108772,288953.57125094807,36731.17187226084,0
148,89,7130.648985406141,40,5299.133334418766,8747.773743084552,18452.387449651855,1
149,13,3868.2578082421364,44,9683.508884314531,486856.45082086755,25727.45228494519,0
150,26,5889.164302238299,38,8206.339001175973,236098.3513790607,29670.105105335493,0
151,8,1861.8740630342897,41,11156.405203753176,196797.9476367991,49430.526107959646,0
152,78,6001.715436555274,8,5092.721485741827,197474.3568386315,29797.897626339916,0
153,14,8616.521935196666,21,6785.908316235634,212075.44002913326,11985.140986370578,0
154,89,8687.710001836022,46,1538.5058507542233,121090.3590863765,29811.503053772776,0
155,41,7246.200619232101,4,1105.149104031394,163666.8128749149,41155.47956450189,0
156,76,7460.076256970499,11,6939.206090233066,492678.80488736957,43012.78032054835,1
157,50,5583.6951770555,0,4530.933145614394,184084.0001280471,40212.27227505757,0
158,62,5850.834220756589,43,9195.8805763206,263362.5082368945,44522.261349153254,0
159,95,1345.169308291075,21,654.602460014133,424147.13298760925,17403.550752077244,0
160,51,4444.153292328798,37,1835.278000217486,263713.9055544317,25870.960426680438,0
161,95,4513.255076024774,18,12979.210258484864,162226.7108090838,39199.96370436966,0
162,3,9585.393378320725,15,8499.011206571377,261875.48845926506,13958.04758719582,0
163,93,4316.557757606662,30,10683.697460031495,57043.155219548724,19207.490454733354,0
164,22,5497.933022578549,2,12631.162059422362,65003.47761638492,41726.62707324459,0
165,14,5337.181478798234,22,6962.876800821283,347053.76611533447,38734.19683140368,1
166,42,6371.249553272828,41,11418.295155672467,458730.3286298728,48588.77882788836,0
167,28,7484.84598500564,17,7873.53783031213,362839.06674425915,49802.728867217855,0
168,35,2258.1683429470127,25,3349.004066402821,37306.6203286786,12796.482801597573,0
169,12,5291.9569467933725,12,5071.465970326083,201447.80551550284,45122.04932250999,1
170,31,8260.917896087143,17,7360.353111424356,1276.7941340318666,5631.259566153388,0
171,70,4636.51599123674,2,4760.114427062339,255603.37166281644,35780.21023923872,1
172,58,2791.7908882719944,22,5039.560093334976,96602.2424409257,11784.869996101996,0
173,85,6550.543662809428,2,5067.518540419009,434073.32436432835,15715.246689205573,1
174,27,8239.436284033238,24,1851.3712830679917,52167.5264345412,47369.73770556255,0
175,65,640.7715263446393,26,1278.792682111648,716.699323515202,13894.410599976385,0
176,41,7770.136929238199,43,706.975634972652,225573.02155688018,33985.71558887088,1
177,44,8218.262850288094,26,1673.234352904708,77716.65196286958,9728.296885299553,0
178,61,4620.6140466101815,38,5162.169311112914,368993.19113758084,5576.108900953893,1
179,56,9833.223511616488,24,8912.138368688025,459967.36589069746,17626.534241849356,0
180,5,7869.216323666018,23,2830.32243886904,20969.007151283582,31585.60893868458,0
181,27,7738.889023307701,7,13321.252601579543,197791.05595804835,13149.312043949976,0
182,27,7480.907358376598,8,12127.652644279347,498407.48803547485,15708.271134912027,0
183,43,1514.5749511505574,45,7812.701421009363,366335.9850003343,35727.7611117163,0
184,83,2180.136555665578,36,10865.905363892265,476593.8218529036,6037.005126087082,0
185,29,4645.261413329606,29,5501.2645852343885,82041.64260807777,22898.349498371867,1
186,61,2647.403456095064,18,561.2991130690176,110684.27974597678,47144.99196422898,1
187,74,4158.257313617064,15,13565.949384512773,77405.62029841296,20451.611458297026,0
188,91,8885.756458129978,23,1925.6243889847517,151184.51688796913,22275.850370894528,0
189,88,8245.0256498739,43,14219.580822230975,362192.0341645259,37172.01087675716,0
190,61,6304.098386015023,20,8582.51999810899,82473.3303790941,39171.5645796095,0
191,96,8582.622738568525,35,4590.390284711235,262117.01894164423,38710.7130992457,0
192,0,7839.88616628232,39,7437.914103444551,134604.95955719904,49895.484220765036,0
193,26,4295.559469090496,38,7529.430835757182,414597.8895684577,4501.103286865808,0
194,61,2018.6408689789519,46,359.0733208443027,3296.2026694695055,49130.410947016964,0
195,76,5146.868389693299,5,5338.343179743239,111557.4792693334,47559.29123287254,0
196,2,7364.926536460216,4,11100.588335148332,302620.378786091,42754.80611271835,0
197,69,4369.831791308634,13,7655.937142371113,48355.25098692128,23252.153216750045,0
198,71,6671.051378741133,44,3671.009453973667,233156.1079729948,43674.216210062295,0
199,26,952.3309886475258,41,5033.29680195379,218103.64824118483,11820.788202998663,0
200,8,7482.56731635032,49,12947.185352808077,426261.5034108818,39791.13593400368,0
201,61,8129.0090627316895,3,7887.9895555519415,312698.5965834067,10076.676852931654,0
202,36,7071.310179247606,7,7929.998317043028,319851.0310795513,40952.7381700878,0
203,96,9672.963239388391,23,14422.39721117464,475903.80089458294,31111.92752993879,0
204,50,8268.254054031797,10,4820.012171559284,491180.18766168755,5803.532696162751,0
205,43,9031.906341486618,16,7198.321465342363,326697.3660764193,44870.65821250404,0
206,23,9336.375123741904,49,12177.586829835302,261000.72507602713,29319.902577306973,0
207,78,8015.466438819348,20,11386.094610816575,303960.02923243993,33156.16562871862,0
208,58,6745.845831644926,25,3994.333334710802,191221.8525270802,14891.991746928892,0
209,31,67.12862779428498,42,2274.8548036047337,493728.30848003866,43710.13969221752,0
210,95,4663.599274699016,47,10513.56159704865,352510.6297484294,27714.83602252461,0
211,87,5715.9113632373865,43,3872.2660903398496,145503.39718958232,21634.89393028367,0
212,51,3047.2624217555162,44,13840.910669578374,28883.14948603421,27179.805516187556,0
213,61,3187.863424565686,26,1947.422932898499,22360.96457598391,35462.34099192105,0
214,57,9611.98256294455,15,4781.5448500203,102456.49026326959,35057.34590926423,0
215,51,8918.191543375431,25,831.2608314044573,116456.5271265558,18521.277946932823,0
216,11,8493.298264962024,32,10552.546549882038,207522.74697695012,19877.655725206765,0
217,38,4066.057899044045,30,13370.02710724182,107423.00581812691,28549.67144908293,0
218,1,146.8485185850563,47,9541.759164691795,315455.2154308723,46295.94891513241,0
219,2,811.4202420925836,46,14066.91770251714,105627.36540529088,37526.0830813328,0
220,55,3128.8417184938608,5,1936.2746377331325,93938.26947057298,20130.334282912274,0
221,80,167.27170082681306,43,1325.1315696678566,235618.49640018496,17514.598701036295,0
222,58,181.32632133282917,7,12577.806840198888,444334.2996619094,26658.19703272841,0
223,1,9166.866983407686,6,12834.11251904375,234152.7436893171,43629.57707681514,0
224,1,7064.52343616935,33,12467.28251133585,206924.37228608353,1425.282838197884,0
225,91,3096.470340780845,43,11986.483888980847,289047.45372985443,35813.81734618864,0
226,53,1335.119330233522,13,5439.8031754405165,128606.83937581425,15431.10051645058,1
227,86,5121.24082177182,15,3269.7566330349023,176718.2772452172,11211.476530592325,0
228,95,63.40814693510092,42,13932.772259766873,106917.62783356529,1594.7618440211845,0
229,96,9384.753301142859,8,4611.932740896526,285904.9973038418,44932.94041064837,1
230,0,4154.003042695583,9,5982.131155638843,348693.7807846077,45700.17503031559,0
231,18,4029.326202820954,16,10496.388802179981,336849.3204952859,4009.454640547186,0
232,1,3912.030139742004,11,4407.407639109874,127408.90898238089,26568.950829516667,1
233,52,702.59002057377,5,12288.762021199409,389824.1028739835,8476.148475006883,1
234,43,6386.839175520347,18,1059.819008240401,127976.83262496511,38175.69017776543,0
235,89,7332.70616008725,42,11869.828184160127,75155.77563388148,33604.1821165412,0
236,31,6764.49272190702,40,9031.751326040885,174904.37434359718,15559.409834802073,0
237,69,1392.9705783606491,28,8599.174725262757,298872.0445854415,6731.053770977904,0
238,31,5792.61327867557,5,6881.0718166885235,71000.909402199,41729.81247756204,0
239,67,5699.149996880816,24,4162.913488288502,324043.55605422816,34038.3714849577,0
240,54,8685.423771534406,23,6966.413578614237,431533.99812674546,1334.1773051250866,0
241,74,3797.4853071727134,24,6755.927395160123,146570.25512903527,31765.71726586916,0
242,55,3721.144577157748,15,8760.47528985822,225103.30805755974,40704.50535712095,0
243,16,6189.085316594674,15,4230.798544974398,114155.21281258906,29947.63491924766,0
244,37,6334.395808460135,5,1173.1577738224737,180630.86453519744,21810.970157159263,0
245,23,4698.159420984646,36,2184.890805120682,10985.285401253708,29612.000548573433,1
246,68,4436.163029680907,20,10490.669697608977,476884.69810641353,31365.89078062002,0
247,97,4946.535229672448,3,347.1600212367519,207945.10660609754,32361.696573164412,0
248,69,8611.842542038086,33,12848.081239234994,394435.0549090401,48385.20764131381,0
249,85,4617.057343526561,27,10419.015938923902,71321.71867825482,9753.741590359557,0
250,10,9399.918601778527,37,11523.617254202667,406177.5220501994,31531.563238381383,0
251,15,5044.997598327297,40,12541.406891911187,430073.6554811005,10211.672661854538,0
252,96,9492.514924877105,27,1849.4295545134155,357738.5643438396,11287.879292201578,0
253,72,8329.990699672067,16,12338.541853641294,451604.1624917027,33793.636301660976,0
254,58,3630.688912932133,13,7574.5901405092545,83598.56473406818,45881.750163627155,0
255,69,8637.777798753194,6,13284.002342910424,238240.91439431,8793.168107862839,0
256,79,1109.532209169141,21,13299.933149894548,310054.76600807864,48160.811154064875,1
257,92,9251.221281676715,0,372.42887587501144,298096.4853487437,16649.243974795223,1
258,2,6320.118715678087,28,5749.149580098248,430520.4672631491,20174.388129383206,1
259,19,553.3635777378887,30,7900.717950020448,107845.68398644285,8530.360373003039,0
260,58,6446.124669271608,29,10178.6177458457,87821.9162694332,31175.96918673087,0
261,35,9742.734064906113,14,4299.931837795168,126689.29742897573,30224.604236574396,1
262,18,707.3085396001429,17,3789.612487363138,445775.0247064354,22671.21741202981,0
263,89,5551.330220703062,34,5725.173129144819,470513.54132878734,24328.47810433246,0
264,66,7480.46555409613,49,7519.070989330919,284815.0521349986,31525.817913557647,0
265,18,8104.483281128318,29,14267.682008767146,250685.9672852599,29591.33021325356,0
266,19,4144.13637855475,33,11434.005915794587,302692.8040063282,19338.905700772168,0
267,95,2049.623926090748,41,6445.524292396202,308153.82492334704,44321.60487969346,1
268,70,432.9993649361145,10,824.9490148183546,85152.3524717479,33715.36563324045,0
269,51,5801.464309401275,26,2536.1236762349527,343205.44081156515,11064.910199390628,0
270,32,4534.581591973431,23,6844.307120548062,226175.55117421277,16675.24668178064,0
271,39,9487.956507545612,34,12209.250242479577,258690.97942402257,39606.02698345942,1
272,38,615.4430280719488,38,5716.626079803385,15158.302167577742,6121.743669984873,0
273,81,6857.099481025597,7,8082.064794668445,382278.31626551517,37761.36793749055,0
274,0,259.4125589793711,17,13378.15524241568,417713.9806339409,18583.279616143973,0
275,10,1722.627425338322,12,13707.805928805166,309710.77696727327,28032.861259313344,0
276,91,4541.254209229113,44,3244.467196675914,374361.81764833134,14747.347741469142,0
277,56,4554.175703600653,23,663.4878776709899,261353.00158605096,49336.372019200964,0
278,88,6860.148423907102,22,4588.103859263009,309176.6894892778,45386.17431497291,1
279,49,9103.02821832889,11,10440.076699238445,197285.8492316193,46494.042010268335,0
280,22,6393.931267560059,48,14267.171892634235,395937.1325312563,10054.000380898317,0
281,30,9535.815627536573,29,1164.7096797618676,234135.46513224632,42242.81470212649,0
282,93,8817.340242381197,30,436.97232013358,340106.4522094413,27234.457950180422,0
283,41,5849.152957352594,27,13263.36672265597,310714.6893097523,35685.100813408295,0
284,98,8339.581589679085,21,11224.697583856087,351157.2591928749,11657.699270281875,1
285,6,6429.350327133104,43,14883.806201542073,392607.93756261165,35887.24765298158,0
286,15,794.7927309280342,27,5957.925293170141,256356.74079649756,45799.09498404251,0
287,89,7408.241585362504,12,6246.603068000172,406532.97462783434,14106.587906591194,0
288,59,958.1353282607887,24,2592.9544410887693,248628.61863580448,12434.632725925821,1
289,1,5944.886977891427,43,1746.5488174341035,478317.1614319684,6116.3128752004095,0
290,0,7029.375656523706,45,8684.982978747666,376335.8743073971,14073.527090271391,0
291,47,674.6108060264438,6,5470.6321694095395,85570.82487303208,27253.82082896501,0
292,11,2315.638592726052,44,1213.9435546992236,414792.23568171565,41803.09828044046,0
293,68,9157.565600293881,5,13305.936172154565,275793.83040331706,14661.212870224334,0
294,36,6166.981777406635,23,2983.3634590575025,492230.47898693266,31436.07506439636,0
295,31,2470.3973279172105,18,11231.279361582958,359409.52183676366,24499.944259478954,0
296,8,6909.890913768586,18,4240.606655810486,42195.37328509554,15140.37299027081,1
297,98,5971.796435417279,35,12195.443412984458,197480.2138051744,26007.594978537716,1
298,18,5020.741242180305,8,1784.7686530005342,258637.70133663327,9230.15742339798,0
299,47,9762.107880130956,47,11343.513437224205,419506.80157990096,32339.30043257739,1
300,79,6837.703236301014,35,1480.8019197686815,364672.76716488635,6667.473338008684,0
301,2,3760.6566855824476,37,6709.2676599755805,184680.03530581945,36818.045732018174,0
302,19,8002.733586447911,39,11012.725215488072,326716.3437513145,9707.921240889853,0
303,23,8846.987096282666,28,2606.54353399164,288455.4539491896,49909.798512526715,0
304,53,1260.9533895731458,23,4292.118182812377,63026.30447620344,41359.95714326019,0
305,32,2013.5242486742122,47,12972.857211462042,117429.34649930026,17848.174889126392,0
306,23,2170.1078211865192,4,13277.938620405614,170561.1563571572,21884.033842176304,0
307,74,6915.205975771538,41,683.5824322663663,97741.70318175147,13700.360034276733,0
308,71,6034.365154982301,44,2529.6778744410994,75066.92291501276,38588.61349781996,0
309,35,6193.725731338896,25,1770.9043846901566,29098.88506514352,19655.621527930925,0
310,37,9408.325263898114,13,2703.599488823032,436551.28280446504,38004.08998115725,0
311,83,7761.356212744987,38,14553.113987351026,144471.70898242685,1901.6761793288476,0
312,98,1288.089875872714,28,8279.312179368942,145160.3019667831,7645.427015725191,0
313,88,3481.5957534275585,5,7027.004732919353,103114.06871507772,18883.74240042586,0
314,98,4359.582525295599,6,14767.165922658316,237698.6859319415,6336.518136335043,0
315,24,3965.656271588573,36,8358.772386612423,257120.9839611862,30455.2716225158,0
316,92,6696.393005527173,17,9920.157730909414,104140.67931254001,3490.7728281720415,1
317,17,8920.01210153306,22,4998.230485277211,304285.16893182526,43128.38673487781,0
318,81,3067.454120592652,43,5737.901818997684,361499.9797968745,38304.09193904314,0
319,65,5523.252592847644,37,8920.196663298006,186920.04298272595,11596.56748216967,1
320,53,7896.200124916721,0,1056.0889021669666,292725.8484287193,24705.80340035617,1
321,34,4168.01840786504,3,3845.6844618111795,251150.95258222314,23138.84084213511,0
322,79,1689.5001027089656,43,2960.2081244100036,97774.19917805109,36518.36615167851,0
323,60,4754.760142984845,46,248.24196316865394,365005.4943872889,20673.936123250936,1
324,40,561.6729822228544,34,8058.150045101124,400726.5139120237,2613.8295936624404,1
325,99,9424.410705482745,22,8420.182064462948,324396.5577935838,14413.057083642094,0
326,32,757.4638398977806,26,5765.248953328512,161948.01388552567,23843.59445661506,0
327,67,4390.1825853532755,25,4038.224767277215,463396.2472046506,48750.11859187131,0
328,32,5303.513798274376,7,9784.377541159425,227679.19399756214,44176.77468076292,0
329,13,9853.185284549982,42,2028.5408291530086,132939.24269254893,9888.901056107332,1
330,20,1668.5580181921791,15,7784.039324213658,204117.31041097824,36440.52108404778,0
331,47,1153.170870937462,40,11523.429047301193,346037.5459541049,46904.44817772459,0
332,19,96.97440915481036,2,2472.82677944756,422965.8928296246,1430.8380387276702,0
333,7,1564.15865432433,31,11301.360483551323,178287.7496414363,36326.33800987047,1
334,6,2080.6570608859997,4,11414.309692209436,116312.22300468736,23507.34128494671,0
335,66,6309.503606415092,19,908.300456974519,313246.5659176024,34331.57361787245,0
336,16,2204.87083601009,13,291.57704804685574,460607.55005314277,30673.874405017723,0
337,32,215.00293914595883,31,14609.291735763041,91646.68177971081,49248.60922832938,0
338,47,8267.917271569862,25,2908.806065887386,401509.69114968326,15151.954908595524,0
339,75,3662.301053029628,46,12333.866744410543,238303.59074374207,39521.006111593975,0
340,58,3543.429898941532,5,8432.141289149025,399756.2519810459,12497.354527339996,0
341,85,3031.7655013875865,35,3974.4376414795825,252770.57488664545,22344.790899958472,0
342,21,9753.979038692745,39,1958.2568449160005,188663.88715110967,48793.66282440318,1
343,29,1709.453018919722,4,7455.1923309301355,348370.5001048254,38540.678504693475,0
